*********************************************************
CAN通信数据记录
CAN1波特率：500Kbps
CAN2波特率：1Mbps
日期：2018年07月09日
时间：17:48:05
*********************************************************

序列       通道号     时间标识     传输方向   帧ID(Hex)     帧类型      帧格式     数据长度  数据(Hex)
005782        0     019015243.3       接收     0000060C      标准帧      数据帧        07     0A 9D 2B 6C 02 20 CC      
005783        0     019015243.5       接收     0000060C      标准帧      数据帧        07     11 94 E5 3A 02 20 E8      
005784        0     019015243.8       接收     0000060C      标准帧      数据帧        07     0F 8C E5 3A 82 20 CC      
005785        0     019015244.0       接收     0000060C      标准帧      数据帧        07     15 94 E5 3A 02 20 E8      
005786        0     019015244.3       接收     0000060C      标准帧      数据帧        07     02 94 E7 3A 82 20 CC      
005787        0     019015244.5       接收     0000060C      标准帧      数据帧        07     0D 94 E5 3A 82 20 CC      
005788        0     019015244.8       接收     0000060C      标准帧      数据帧        07     10 A5 27 8D 82 20 64      
005789        0     019015245.0       接收     0000060C      标准帧      数据帧        07     06 8C E5 3A 82 20 CC      
005790        0     019015245.3       接收     0000060C      标准帧      数据帧        07     12 94 E5 4A 82 20 C8      
005791        0     019015245.5       接收     0000060C      标准帧      数据帧        07     0E A5 2D 8D 82 20 6C      
005792        0     019015245.8       接收     0000060D      标准帧      数据帧        08     09 7D 0F A0 70 80 05 05      
005793        0     019015246.0       接收     0000060D      标准帧      数据帧        08     07 7E 2F A6 70 80 19 0B      
005794        0     019015246.3       接收     0000060D      标准帧      数据帧        08     04 7B 8F A0 70 80 05 05      
005795        0     019015246.6       接收     0000060D      标准帧      数据帧        08     03 80 CF A0 70 80 05 05      
005796        0     019015246.8       接收     0000060D      标准帧      数据帧        08     0B 67 CF A0 70 80 05 05      
005797        0     019015247.1       接收     0000060D      标准帧      数据帧        08     00 7F 4F A0 70 80 05 05      
005798        0     019015247.4       接收     0000060D      标准帧      数据帧        08     0C 65 0F A0 70 80 05 05      
005799        0     019015247.6       接收     0000060D      标准帧      数据帧        08     01 92 CF A0 70 80 05 05      
005800        0     019015247.9       接收     0000060D      标准帧      数据帧        08     05 7F CF A0 71 80 05 05      
005801        0     019015248.2       接收     0000060D      标准帧      数据帧        08     08 7E CF A0 70 80 05 05      
005802        0     019015248.4       接收     0000060D      标准帧      数据帧        08     0A 7E 6F A0 70 80 05 05      
005803        0     019015248.7       接收     0000060D      标准帧      数据帧        08     11 7E CF A0 70 80 05 05      
005804        0     019015249.0       接收     0000060D      标准帧      数据帧        08     0F 7E 6F A0 70 80 05 05      
005805        0     019015249.2       接收     0000060D      标准帧      数据帧        08     15 7E 2F A0 70 80 05 05      
005806        0     019015249.5       接收     0000060D      标准帧      数据帧        08     02 7D EF A0 70 80 05 05      
005807        0     019015249.8       接收     0000060D      标准帧      数据帧        08     0D 7E AF A0 70 80 05 05      
005808        0     019015250.0       接收     0000060D      标准帧      数据帧        08     10 7D 0F A0 70 80 05 05      
005809        0     019015250.3       接收     0000060D      标准帧      数据帧        08     06 7E AF A0 70 80 05 05      
005810        0     019015250.5       接收     0000060D      标准帧      数据帧        08     12 7E CF A0 70 80 05 05      
005811        0     019015250.8       接收     0000060D      标准帧      数据帧        08     0E 7D 0F A0 70 80 05 05      
005812        0     019015251.0       接收     0000060E      标准帧      数据帧        04     09 00 00 00      
005813        0     019015251.2       接收     0000060E      标准帧      数据帧        04     07 00 00 00      
005814        0     019015251.4       接收     0000060E      标准帧      数据帧        04     04 03 00 00      
005815        0     019015251.6       接收     0000060E      标准帧      数据帧        04     03 03 00 00      
005816        0     019015251.8       接收     0000060E      标准帧      数据帧        04     0B 02 00 00      
005817        0     019015252.0       接收     0000060E      标准帧      数据帧        04     00 03 00 00      
005818        0     019015252.2       接收     0000060E      标准帧      数据帧        04     0C 02 00 00      
005819        0     019015252.4       接收     0000060E      标准帧      数据帧        04     01 03 00 00      
005820        0     019015252.6       接收     0000060E      标准帧      数据帧        04     05 03 00 00      
005821        0     019015252.7       接收     0000060E      标准帧      数据帧        04     08 02 00 00      
005822        0     019015252.9       接收     0000060E      标准帧      数据帧        04     0A 02 00 00      
005823        0     019015253.1       接收     0000060E      标准帧      数据帧        04     11 02 00 00      
005824        0     019015253.3       接收     0000060E      标准帧      数据帧        04     0F 02 00 00      
005825        0     019015253.5       接收     0000060E      标准帧      数据帧        04     15 00 00 00      
005826        0     019015253.7       接收     0000060E      标准帧      数据帧        04     02 03 00 00      
005827        0     019015253.9       接收     0000060E      标准帧      数据帧        04     0D 02 00 00      
005828        0     019015254.1       接收     0000060E      标准帧      数据帧        04     10 02 00 00      
005829        0     019015254.3       接收     0000060E      标准帧      数据帧        04     06 02 00 00      
005830        0     019015254.5       接收     0000060E      标准帧      数据帧        04     12 02 00 00      
005831        0     019015254.7       接收     0000060E      标准帧      数据帧        04     0E 02 00 00      
005832        0     019015305.3       接收     0000060A      标准帧      数据帧        04     12 43 2B 10      
005833        0     019015305.6       接收     0000060B      标准帧      数据帧        08     09 4E 43 FE 7F E0 01 71      
005834        0     019015305.8       接收     0000060B      标准帧      数据帧        08     07 4E 44 06 80 20 01 7F      
005835        0     019015306.1       接收     0000060B      标准帧      数据帧        08     04 4E 93 E9 80 1F C1 8D      
005836        0     019015306.3       接收     0000060B      标准帧      数据帧        08     03 4F 4B F4 80 21 01 77      
005837        0     019015306.6       接收     0000060B      标准帧      数据帧        08     00 4F EB FE 80 20 01 82      
005838        0     019015306.9       接收     0000060B      标准帧      数据帧        08     0C 4F F4 05 7F E0 01 84      
005839        0     019015307.1       接收     0000060B      标准帧      数据帧        08     01 4F EC 29 80 21 A1 80      
005840        0     019015307.4       接收     0000060B      标准帧      数据帧        08     05 4F D4 33 80 62 44 7F      
005841        0     019015307.6       接收     0000060B      标准帧      数据帧        08     08 50 AC 12 80 20 21 79      
